History of Pre-Modern Architecture,025249,ARTHIST,184D,0,0,1,0,0,0,0,0,0,0,0
The Languages of Art,019809,ARTHIST,185FS,0,0,1,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Art History,000534,ARTHIST,190A,0,0,0,0,0,0,0,0,0,0,0
Topics in Art History,018085,ARTHIST,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,017188,ARTHIST,190S,0,0,0,0,0,0,0,0,0,0,0
Etruscans: Myth Archaeology and Civilization,023827,ARTHIST,196,0,0,1,0,0,0,0,0,0,0,0
Imagining Europe: Arts Culture Politics,011802,ARTHIST,202,0,0,1,0,0,0,0,0,0,0,0
The Aegean Bronze Age,002786,ARTHIST,205,0,0,1,0,0,0,0,0,0,0,0
Early Greek Archaeology: From the Fall of Mycenae to the Persian Wars,002762,ARTHIST,206,0,0,1,0,0,0,0,0,0,0,0
Classical Greek Archaeology Archaic to Classical,002763,ARTHIST,207,0,0,1,0,0,0,0,0,0,0,0
Art and Archaeology of Ancient Athens,015846,ARTHIST,208,0,0,1,0,0,0,0,0,0,0,0
The Art of Greece and Rome,000563,ARTHIST,210,0,0,1,0,0,0,0,0,0,0,0
Feminist Art from the 1970s to the Present,023316,ARTHIST,213S,0,0,1,0,0,0,0,0,0,0,0
Representations of Women in the Classical World,000546,ARTHIST,215S,0,0,1,0,0,0,0,0,0,0,0
Representing Women in the Classical World,000546,ARTHIST,215S,0,0,1,0,0,0,0,0,0,0,0
Museum Theory and Practice,017082,ARTHIST,220,0,0,0,0,0,0,0,0,1,0,0
Museum Theory and Practice,017082,ARTHIST,220,0,0,0,0,0,0,0,0,1,0,0
The Museum Object: Art and Artifact on Display,024143,ARTHIST,221S,0,0,0,1,0,0,0,0,0,0,0
History and Theory of Curatorial Practice,024153,ARTHIST,222S,0,0,0,1,0,0,0,0,0,0,0
Medieval Architecture,000551,ARTHIST,226,0,0,1,0,0,0,0,0,0,0,0
Contemporary Performance,021055,ARTHIST,229,0,0,0,0,0,0,0,0,1,0,0
History of Art Markets,000587,ARTHIST,231,0,0,0,0,0,0,0,0,1,0,0
History of Art Markets,024401,ARTHIST,231D,0,0,0,0,0,0,0,0,1,0,0
Japanese Art 1600 to the Present,000616,ARTHIST,232,0,0,1,0,0,0,0,0,0,0,0
Japanese Architecture,013522,ARTHIST,234,0,0,1,0,0,0,0,0,0,0,0
Science Fiction Film,006449,ARTHIST,238,0,0,1,0,0,0,0,0,0,0,0
Roman Archaeology: Origins to Empire,023216,ARTHIST,246,0,0,1,0,0,0,0,0,0,0,0
Introduction to Modern Latin American Art and Visual Culture,021653,ARTHIST,250D,0,0,1,0,0,0,0,0,0,0,0
Art and Christianity: A History of Christian Visual Culture,024371,ARTHIST,251,0,0,0,0,0,0,0,0,0,0,0
Renaissance Architecture: A European Perspective,023222,ARTHIST,254,0,0,0,1,0,0,0,0,0,0,0
Art in Renaissance Italy,015180,ARTHIST,255,0,0,1,0,0,0,0,0,0,0,0
Renaissance and Baroque Art History,000577,ARTHIST,255A,0,0,1,0,0,0,0,0,0,0,0
Art in Renaissance Italy,024712,ARTHIST,255FS,0,0,1,0,0,0,0,0,0,0,0
Italian Baroque Art,024159,ARTHIST,256,0,0,1,0,0,0,0,0,0,0,0
Renaissance Architecture in Italy: Brunelleschi to Michelangelo,000585,ARTHIST,258,0,0,0,0,0,0,0,0,0,0,0
Renaissance Architecture in Italy: Brunelleschi to Michelangelo,020236,ARTHIST,258FS,0,0,0,1,0,0,0,0,0,0,0
French Art and Visual Culture in the Early Modern Period,000589,ARTHIST,260,0,0,1,0,0,0,0,0,0,0,0
The Contemporary Art Market,003297,ARTHIST,261,0,0,0,0,0,0,0,0,1,0,0
History of Netherlandish Art in a European Context,000592,ARTHIST,262A,0,0,1,0,0,0,0,0,0,0,0
History of Netherlandish Art in a European Context,000593,ARTHIST,263A,0,0,1,0,0,0,0,0,0,0,0
Drawing Foundations in Early Modern Europe,025272,ARTHIST,265,0,0,0,0,0,0,0,0,0,0,0
Drawing Foundations in Early Modern Europe,025272,ARTHIST,265,0,0,0,0,0,0,0,0,0,0,0
Art \u0026 Architecture in Early Modern France,023889,ARTHIST,268,0,0,1,0,0,0,0,0,0,0,0
Reconstructing Ancient Worlds,022171,ARTHIST,275LS,0,0,1,0,0,0,0,0,0,0,0
European Art 1760-1850,000595,ARTHIST,278,0,0,1,0,0,0,0,0,0,0,0
European Art 1850-1900,000600,ARTHIST,279,0,0,1,0,0,0,0,0,0,0,0
European Art 1900-1945,000601,ARTHIST,280,0,0,1,0,0,0,0,0,0,0,0
African American Art,000610,ARTHIST,283,0,0,1,0,0,0,0,0,0,0,0
The Political History of Modern Architecture: From Revolution through Neoliberalism,025018,ARTHIST,284,0,0,1,0,0,0,0,0,0,0,0
Modern Architecture,017530,ARTHIST,285,0,0,1,0,0,0,0,0,0,0,0
Modern Architecture,016047,ARTHIST,285D,0,0,1,0,0,0,0,0,0,0,0
Contemporary Architecture,024110,ARTHIST,286,0,0,1,0,0,0,0,0,0,0,0
Russian Art and Politics: 1800-Present,009676,ARTHIST,287,0,0,1,0,0,0,0,0,0,0,0
Dada and Surrealism,000626,ARTHIST,288,0,0,1,0,0,0,0,0,0,0,0
Soviet Art after Stalin: 1956-1991,020168,ARTHIST,289S,0,0,1,0,0,0,0,0,0,0,0
Special Topics in Art History,021438,ARTHIST,290,0,0,0,0,0,0,0,0,0,0,0
Topics in Medieval Art and Architecture,000569,ARTHIST,290-1,0,0,0,0,0,0,0,0,0,0,0
Topics in Italian Art and Architecture,000570,ARTHIST,290A-1,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,023238,ARTHIST,290S,0,0,0,0,0,0,0,0,0,0,0
Berlin: Architecture Art and the City 1871-Present,000629,ARTHIST,296A,0,0,1,0,0,0,0,0,0,0,0
History of Impressionism,000621,ARTHIST,298,0,0,1,0,0,0,0,0,0,0,0
History of Photography 1839 to the Present,000638,ARTHIST,303,0,0,1,0,0,0,0,0,0,0,0
Cubism and Culture,000637,ARTHIST,304,0,0,1,0,0,0,0,0,0,0,0
Virtual Museums: Theories and Methods of 21st-Century Museums,022830,ARTHIST,305L,0,0,0,0,0,0,0,0,1,0,0
Museum Internship I,002789,ARTHIST,310,0,0,0,1,0,0,0,0,0,0,0
Museum Internship II,021771,ARTHIST,311,0,0,0,1,0,0,0,0,0,0,0
Mapping History with Geographic Information Systems,024150,ARTHIST,315,0,0,0,0,0,0,0,0,0,1,0
The Body in Art in Early Modern Europe: Power and Limits of Corporeal Representations,025000,ARTHIST,317,0,0,1,0,0,0,0,0,0,0,0
Netherlandish Art and Visual Culture in the Seventeenth and Eighteenth Centuries,000586,ARTHIST,337,0,0,1,0,0,0,0,0,0,0,0
Classical Sculpture,022780,ARTHIST,340S,0,0,0,0,0,0,0,0,0,0,1
Art Cultural Identity Social Change: Political History of Cont Spanish Art: Goya to Global Society,024352,ARTHIST,341A,0,0,1,0,0,0,0,0,0,0,0
Conservation and Management of the Material Heritage,025494,ARTHIST,343SA,0,0,1,0,0,0,0,0,0,0,0
African Art: From Royal Court to Contemporary Marketplace,025254,ARTHIST,345,0,0,1,0,0,0,0,0,0,0,0
Roman Coinage: The Materiality of an Ancient Economy,023208,ARTHIST,347,0,0,1,0,0,0,0,0,0,0,0
Representing the Artist in Film and Popular Culture,022769,ARTHIST,350,0,0,0,0,0,0,0,0,0,0,0
Digital Art History I: New Representational Technologies,023537,ARTHIST,354SL,0,0,0,0,0,0,0,0,0,0,0
Global Art Since 1945,000602,ARTHIST,381D,0,0,1,0,0,0,0,0,0,0,0
Global Art Since 1945,024658,ARTHIST,381S,0,0,1,0,0,0,0,0,0,0,0
The Black Atlantic,000608,ARTHIST,383,0,0,1,0,0,0,0,0,0,0,0
Special Topics in Art History,021311,ARTHIST,390,0,0,0,0,0,0,0,0,0,0,0
Topics in Renaissance Art,000573,ARTHIST,390-1,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Art History,000594,ARTHIST,390A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History,016844,ARTHIST,390S,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Art History and Digital Visualization,022017,ARTHIST,390SL,0,0,0,0,0,0,0,0,0,0,0
Independent Study,024780,ARTHIST,391,0,0,0,0,0,0,0,0,0,0,0
Independent Study,024960,ARTHIST,392,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,025021,ARTHIST,393,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,025022,ARTHIST,394,0,0,0,0,0,0,0,0,0,0,0
Art History Methodology and Theory,025036,ARTHIST,395S,0,0,0,1,0,0,0,0,0,0,0
From the Art of the Pleasure Quarters to Tokyo Pop,023525,ARTHIST,432S,0,0,1,0,0,0,0,0,0,0,0
Photography in the Americas: War Tourism Art and Protest,010104,ARTHIST,433S,0,0,1,0,0,0,0,0,0,0,0
Digital Art History II: New Representational Technologies Advanced,023543,ARTHIST,454SL,0,0,0,0,0,0,0,0,0,0,0
Curatorial Practicum: Exhibition Development and Design,023524,ARTHIST,455S,0,0,0,1,0,0,0,0,0,0,0
World War I and the History of Art \u0026 Architecture: Germany and Beyond,025273,ARTHIST,460S,0,0,1,0,0,0,0,0,0,0,0
Capstone in Art History,023523,ARTHIST,489S,0,0,0,0,0,0,1,0,0,0,0
Topics in Twentieth-Century Art (TOP),014949,ARTHIST,490-2,0,0,0,0,0,0,0,0,0,0,0
Topics in Contemporary Art,014950,ARTHIST,490-3,0,0,0,0,0,0,0,0,0,0,0
Special Topics,020223,ARTHIST,490S,0,0,0,0,0,0,0,0,0,0,0
Honors Thesis Workshop,023527,ARTHIST,495S,0,0,0,0,0,0,0,0,1,0,0
Research Independent Study,022524,BIOCHEM,393,0,0,0,0,0,0,0,0,1,0,0
Applied Biochemistry,022820,BIOCHEM,401,0,0,0,0,1,0,0,0,0,0,0
General Biology,001448,BIOLOGY, 20,0,0,0,0,0,0,0,0,0,0,0
Evolutionary Genomics: Who Are We Where Have We Been and Where Are We Going?,024138,BIOLOGY,128FS,0,0,0,0,0,0,0,0,0,1,0
Genomics of Host-Microbe Interactions: The Symbiotic Web,022215,BIOLOGY,148FS,0,0,0,0,0,0,0,0,1,0,0
Ecosystem Health and Human Well-Being,001459,BIOLOGY,153,0,0,0,0,0,0,0,0,0,1,0
AIDS and Other Emerging Diseases,012940,BIOLOGY,154,0,0,0,0,0,0,0,0,0,1,0
The Dynamic Oceans,001465,BIOLOGY,157,0,0,0,0,0,0,0,0,0,1,0
Plants and Human Use,001470,BIOLOGY,158,0,0,0,0,0,0,0,0,0,1,0
Plants of Duke Campus,021395,BIOLOGY,161,0,0,0,0,1,0,0,0,0,0,0
Evolution of Life,022930,BIOLOGY,162,0,0,0,0,0,0,0,0,0,1,0
Global Diseases,017088,BIOLOGY,180FS,0,0,0,0,0,0,0,0,0,1,0
Special Topics in Biology,023349,BIOLOGY,190,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Biology,001464,BIOLOGY,190A,0,0,0,0,0,0,0,0,0,0,0
Focus Program Topics in Biology,001472,BIOLOGY,190FS,0,0,0,0,0,0,0,0,0,0,0
Topics in Modern Biology,017076,BIOLOGY,190S,0,0,0,0,0,0,0,0,0,0,0
Introduction to Biological Thinking,023577,BIOLOGY,199D,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Molecular Biology,020037,BIOLOGY,201L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Molecular Biology,020037,BIOLOGY,201L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Molecular Biology,021396,BIOLOGY,201LA,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Genetics and Evolution,001477,BIOLOGY,202L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Genetics and Evolution,001477,BIOLOGY,202L,0,0,0,0,0,0,0,0,0,1,0
Gateway to Biology: Genetics and Evolution,023318,BIOLOGY,202LA,0,0,0,0,0,0,0,0,0,1,0
Marine Megafauna,017413,BIOLOGY,205,0,0,0,0,0,0,0,0,0,1,0
Organismal Diversity,020061,BIOLOGY,206L,0,0,0,0,1,0,0,0,0,0,0
Organismal Evolution,020271,BIOLOGY,207,0,0,0,0,1,0,0,0,0,0,0
The Ecology of Human Health,023578,BIOLOGY,209-1,0,0,0,0,0,0,0,0,0,1,0
Ecology for a Crowded Planet,001486,BIOLOGY,209D-2,0,0,0,0,0,0,0,0,0,1,0
General Microbiology,001478,BIOLOGY,212L,0,0,0,0,1,0,0,0,0,0,0
Cell Signaling and Diseases,001495,BIOLOGY,213D,0,0,0,0,1,0,0,0,0,0,0
Introduction to Mathematical Modeling in Biology,012941,BIOLOGY,215,0,0,0,0,0,0,0,0,1,0,0
Introduction to Modeling in Mathematical Biology,021046,BIOLOGY,215L,0,0,0,0,0,0,0,0,1,0,0
Biological Clocks: How Organisms Keep Time,023236,BIOLOGY,218,0,0,0,0,1,0,0,0,0,0,0
Biological Clocks: How Organisms Keep Time,023236,BIOLOGY,218,0,0,0,0,1,0,0,0,0,0,0
Cell Biology,001494,BIOLOGY,220,0,0,0,0,1,0,0,0,0,0,0
Developmental Biology: Development Stem Cells and Regeneration,024979,BIOLOGY,221D,0,0,0,0,1,0,0,0,0,0,0
Developmental Biology: Development Stem Cells and Regeneration,024979,BIOLOGY,221D,0,0,0,0,1,0,0,0,0,0,0
Cellular and Molecular Neurobiology,019566,BIOLOGY,223,0,0,0,0,0,0,0,0,0,0,0
Fundamentals of Neuroscience,008825,BIOLOGY,224D,0,0,0,0,0,0,0,0,0,1,0
Fundamentals of Neuroscience,008825,BIOLOGY,224D,0,0,0,0,0,0,0,0,0,1,0
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,021346,BIOLOGY,228,0,0,0,0,0,0,0,0,0,1,0
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,025259,BIOLOGY,228S,0,0,0,0,0,0,0,0,0,1,0
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,025259,BIOLOGY,228S,0,0,0,0,0,0,0,0,0,1,0
Evolution of Animal Form,001496,BIOLOGY,248,0,0,0,0,0,0,0,0,1,0,0
Evolution of Animal Form,015485,BIOLOGY,248-1,0,0,0,0,1,0,0,0,0,0,0
Population Genetics,012942,BIOLOGY,250,0,0,0,0,1,0,0,0,0,0,0
Philosophy of Biology,014767,BIOLOGY,255,0,0,0,0,0,0,0,0,1,0,0
Genetics and Genomics of Human Variation,025438,BIOLOGY,260S,0,0,1,0,0,0,0,0,0,0,0
Race Genomics and Society,019367,BIOLOGY,261D,0,0,0,0,0,0,0,0,0,0,0
People Plants and Pollution: Introduction to Urban Environments,020046,BIOLOGY,262,0,0,0,0,0,0,0,0,0,1,0
Biological Responses to Climate Change,021815,BIOLOGY,263,0,0,0,0,0,0,0,0,0,0,1
Biological Responses to Climate Change,021815,BIOLOGY,263,0,0,0,0,0,0,0,0,0,0,1
Behavioral Ecology and the Evolution of Animal Behavior,012500,BIOLOGY,267D,0,0,0,0,0,0,0,0,1,0,0
Conservation Biology and Policy,001483,BIOLOGY,270A,0,0,0,0,0,0,1,0,0,0,0
Analysis of Ocean Ecosystems,001498,BIOLOGY,272A,0,0,0,0,0,0,0,0,0,0,0
Marine Ecology,001504,BIOLOGY,273LA,0,0,0,0,0,0,0,0,1,0,0
Biology for Engineers: Informing Engineering Decisions,020455,BIOLOGY,275A,0,0,0,0,0,0,0,0,0,1,0
Comparative Physiology of Marine Animals,001520,BIOLOGY,278LA,0,0,0,0,0,0,0,0,1,0,0
Biodiversity of Alaska,023322,BIOLOGY,287A,0,0,0,0,0,0,0,0,0,1,0
Biogeography in an Australian Context,001475,BIOLOGY,288A,0,0,0,0,0,0,0,0,0,1,0
Topics in Biology,017256,BIOLOGY,290,0,0,0,0,0,0,0,0,0,0,0
Seminar in Biology,001547,BIOLOGY,290S,0,0,0,0,0,0,0,0,0,0,0
Tutorial,023990,BIOLOGY,290T,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,021386,BIOLOGY,293A,0,0,0,0,0,0,0,0,1,0,0
Biological Data Analysis,021047,BIOLOGY,304,0,0,0,0,1,0,0,0,0,0,0
Primate Evolutionary Genetics,021772,BIOLOGY,310,0,0,0,0,0,0,0,0,1,0,0
Systems Biology: An Introduction for the Quantitative Sciences,018500,BIOLOGY,311,0,0,0,0,1,0,0,0,0,0,0
Coastal Watershed Science and Policy,023906,BIOLOGY,319A,0,0,0,0,0,0,0,0,0,1,0
Primate Sexuality,020458,BIOLOGY,321D,0,0,0,0,0,0,0,0,0,1,0
From Neurons to Brain,021050,BIOLOGY,322,0,0,0,0,1,0,0,0,0,0,0
Current Technologies in Genomics and Precision Medicine,025322,BIOLOGY,325,0,0,0,0,0,0,0,0,0,1,0
Principles of Animal Physiology,017112,BIOLOGY,329D,0,0,0,0,1,0,0,0,0,0,0
Principles of Animal Physiology,017112,BIOLOGY,329D,0,0,0,0,1,0,0,0,0,0,0
Principles of Animal Physiology,001521,BIOLOGY,329L,0,0,0,0,0,0,0,0,1,0,0
Comparative and Functional Anatomy of the Vertebrates,001482,BIOLOGY,330L,0,0,0,0,1,0,0,0,0,0,0
Drones in Marine Biology Ecology and Conservation,024645,BIOLOGY,335A,0,0,0,0,0,0,0,0,0,0,0
Drones in Marine Biology Ecology and Conservation,024178,BIOLOGY,335LA,0,0,0,0,0,0,0,0,0,1,0
Plant Communities of North Carolina,016051,BIOLOGY,341L,0,0,0,0,1,0,0,0,0,0,0
Plant Systematics and Evolution,001514,BIOLOGY,342L,0,0,0,0,0,0,0,0,0,1,0
Plant Diversity: A Field Approach,020059,BIOLOGY,344S,0,0,0,0,0,0,0,0,0,0,0
Symbiosis: From Organelles to Microbiomes,024350,BIOLOGY,346,0,0,0,0,0,0,0,0,1,0,0
Plants and People,025033,BIOLOGY,347L,0,0,0,0,0,0,0,0,0,1,0
Herpetology,025003,BIOLOGY,348LS,0,0,0,0,1,0,0,0,0,0,0
Complex Traits and Evolutionary Genetics,015486,BIOLOGY,350,0,0,0,0,0,0,0,0,0,0,0
Complex Traits and Evolutionary Genetics,015486,BIOLOGY,350,0,0,0,0,0,0,0,0,0,0,0
Field Ecology,019728,BIOLOGY,361LS,0,0,0,0,0,0,0,0,1,0,0
Advanced Experimental Physics,025137,BIOLOGY,364L,0,0,0,0,0,0,0,0,0,0,0
From Influenza A to Varicella Zoster: The Physiology Ecology and Evolution of Infectious Disease,019725,BIOLOGY,365,0,0,0,0,1,0,0,0,0,0,0
Deep-Sea Science and Environmental Management,025216,BIOLOGY,368A,0,0,0,0,0,0,0,0,1,0,0
Biological Oceanography,001489,BIOLOGY,369LA,0,0,0,0,0,0,0,0,1,0,0
Sensory Physiology and Behavior of Marine Animals,013593,BIOLOGY,373LA,0,0,0,0,0,0,0,0,1,0,0
Biology and Conservation of Sea Turtles,016480,BIOLOGY,375A,0,0,0,0,0,0,0,0,0,1,0
Biology and Conservation of Sea Turtles,001499,BIOLOGY,375LA,0,0,0,0,0,0,0,0,0,1,0
Marine Mammals,001500,BIOLOGY,376A,0,0,0,0,0,0,0,0,0,1,0
Marine Invertebrate Zoology,001535,BIOLOGY,377LA,0,0,0,0,0,0,0,0,1,0,0
Integrative Neuroscience Laboratory,021061,BIOLOGY,385L,0,0,0,0,0,0,0,0,1,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Biology,001479,BIOLOGY,390A,0,0,0,0,0,0,0,0,0,0,0
Independent Study: Advanced Topics,024306,BIOLOGY,391,0,0,0,0,0,0,0,0,0,0,0
Independent Study: Advanced Topics,024315,BIOLOGY,391A,0,0,0,0,0,0,0,0,0,0,0
Sensory Signal Transduction,015265,BIOLOGY,412S,0,0,0,0,0,0,0,0,1,0,0
Experiments in Developmental and Molecular Genetics,017426,BIOLOGY,414LS,0,0,0,0,0,0,0,0,1,0,0
Developmental and Stem Cell Biology Colloquium,012703,BIOLOGY,415S,0,0,0,0,1,0,0,0,0,0,0
Developmental and Stem Cell Biology Colloquium,012703,BIOLOGY,415S,0,0,0,0,1,0,0,0,0,0,0
Experimenting With and Writing About Molecules and Cells,001540,BIOLOGY,416L,0,0,0,0,0,0,0,0,1,0,0
Genetic Engineering and Biotechnology,012704,BIOLOGY,417S,0,0,0,0,0,0,0,0,0,1,0
Genetic Engineering and Biotechnology,012704,BIOLOGY,417S,0,0,0,0,0,0,0,0,0,1,0
Introduction to Biophysics,015222,BIOLOGY,418,0,0,0,0,0,0,0,0,0,0,0
The Cell Cycle: Principles of Control,022142,BIOLOGY,419S,0,0,0,0,1,0,0,0,0,0,0
Cancer Genetics,018528,BIOLOGY,420,0,0,0,0,0,0,0,0,1,0,0
Biology of Nervous System Diseases,020040,BIOLOGY,421S,0,0,0,0,0,0,0,0,0,0,0
Biophysics II,023846,BIOLOGY,425,0,0,0,0,0,0,0,0,0,0,0
Visual Processing,020485,BIOLOGY,426S,0,0,0,0,1,0,0,0,0,0,0
Current Topics in Sensory Biology,020753,BIOLOGY,427S,0,0,0,0,1,0,0,0,0,0,0
How Organisms Move,024680,BIOLOGY,429S,0,0,0,0,1,0,0,0,0,0,0
How Organisms Move,024680,BIOLOGY,429S,0,0,0,0,1,0,0,0,0,0,0
Human Embryology: Reproductive Biology in the 21st Century,017853,BIOLOGY,431S,0,0,0,0,0,0,1,0,0,0,0
Climate Change in the Marine Environment,022956,BIOLOGY,445A,0,0,0,0,0,0,1,0,0,0,0
Genomics of Adaptation: A Modern Look at Evolution,023233,BIOLOGY,450S,0,0,0,0,1,0,0,0,0,0,0
Genomics of Adaptation: A Modern Look at Evolution,023233,BIOLOGY,450S,0,0,0,0,1,0,0,0,0,0,0
Genes \u0026 Development,020752,BIOLOGY,452S,0,0,0,0,1,0,0,0,0,0,0
Gene-Environment Interaction: Genes in an Ecological Context,021049,BIOLOGY,453S,0,0,0,0,1,0,0,0,0,0,0
Gene-Environment Interaction: Genes in an Ecological Context,021049,BIOLOGY,453S,0,0,0,0,1,0,0,0,0,0,0
Physiological Genetics of Disease,023280,BIOLOGY,454S,0,0,0,0,0,0,0,0,1,0,0
Special Topics Seminar,001623,BIOLOGY,490S,0,0,0,0,0,0,0,0,0,0,0
Tutorial,001545,BIOLOGY,490T,0,0,0,0,0,0,0,0,0,0,0
Tutorial (Topics),021453,BIOLOGY,490TA,0,0,0,0,0,0,0,0,0,0,0
Tutorial (Topics),021449,BIOLOGY,490TA-1,0,0,0,0,0,0,0,0,0,0,0
Independent Study: Advanced Topics,023989,BIOLOGY,491,0,0,0,0,0,0,0,0,0,0,0
Independent Study: Advanced Topics,024185,BIOLOGY,491A,0,0,0,0,0,0,0,0,0,0,0
Scientific Arguments: Writing an Undergraduate Thesis,019042,BIOLOGY,495,0,0,0,0,0,0,0,0,0,0,1
Medical Instrumentation in the Developing World (GE),022675,BME,195FS,0,0,0,0,0,0,0,0,0,1,0
Global Women's Health Technologies,025173,BME,230L,0,0,0,0,0,0,0,0,0,1,0
Quantitative Physiology with Biostatistical Applications,021163,BME,244L,0,0,0,0,0,0,0,0,0,0,0
Safety of Medical Devices (GE),001642,BME,255,0,0,0,0,0,0,0,0,0,0,0
Modeling Cellular and Molecular Systems,013022,BME,260L,0,0,0,0,0,0,0,0,0,0,0
Signals and Systems,001649,BME,271,0,0,0,0,0,0,0,0,0,0,0
Signals and Systems,024781,BME,271A,0,0,0,0,0,0,0,0,0,0,0
Intermediate Topics (GE),018682,BME,290,0,0,0,0,0,0,0,0,0,0,0
Intermediate Topics with Lab (GE),023013,BME,290L,0,0,0,0,0,0,0,0,0,0,0
Bioelectricity (AC or GE),001656,BME,301L,0,0,0,0,0,0,0,0,0,0,0
Fundamentals of Biomaterials and Biomechanics (AC or GE),018813,BME,302L,0,0,0,0,0,0,0,0,0,0,0
Modern Diagnostic Imaging Systems (AC or GE),001690,BME,303L,0,0,0,0,0,0,0,0,0,0,0
Transport Phenomena in Biological Systems (AC or GE BB),001666,BME,307,0,0,0,0,0,0,0,0,0,0,0
Transport Phenomena in Biological Systems (AC or GE BB),001666,BME,307,0,0,0,0,0,0,0,0,0,0,0
Introduction to Medical Instrumentation,015631,BME,354L,0,0,0,0,0,0,0,0,0,0,0
Special Topics Seminar in BME,025016,BME,390S,0,0,0,0,0,0,0,0,0,0,0
Biomechanics and Vehicle Safety Engineering (DR),021644,BME,432L,0,0,0,0,0,0,0,0,0,0,0
Biophotonic Instrumentation (DR),017418,BME,436L,0,0,0,0,0,0,0,0,0,0,0
Devices for People with Disabilities (DR),001700,BME,460L,0,0,0,0,0,0,0,0,0,0,0
Design for the Developing World (DR),017434,BME,462L,0,0,0,0,0,0,0,0,0,0,0
Medical Instrument Design (DR),001702,BME,464L,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Biomedical Engineering Design (DR),022072,BME,490L,0,0,0,0,0,0,0,0,0,0,0
Engineering the Planet,025320,CEE,132L,0,0,0,0,0,0,0,0,0,1,0
Introduction to Environmental Engineering and Science,003749,CEE,160L,0,0,0,0,0,0,0,0,0,1,0
Special Topics in Civil and Environmental Engineering,002123,CEE,190,0,0,0,0,0,0,0,0,0,0,0
Uncertainty Design and Optimization,002114,CEE,201L,0,0,0,0,0,0,0,0,0,0,0
Practical Methods in Civil Engineering,016875,CEE,205,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Civil and Environmental Engineering,023506,CEE,290,0,0,0,0,0,0,0,0,0,0,0
Independent Study in Civil and Environmental Engineering,023546,CEE,291,0,0,0,0,0,0,0,0,0,0,0
